"vehicleType",batteryVoltage,engineCoolantTemperature,engineSpeed,lateralGForce,longitudeGForce,speed,verticalGForce
"2013 Audi RS5","14.324",93,4831,"0.7","-0.85",72,"0.64"
"2013 Audi RS5","14.339",94,4894,"0.7","-0.86",72,"0.65"
"2013 Audi RS5","14.339",94,6772,"0.78","-0.6",77,"0.6"
"2013 Audi RS5","14.339",94,7197,"0.95","-0.33",81,"0.62"
"2013 Audi RS5","14.339",94,7861,"0.9","-0.12",88,"0.6"
"2013 Audi RS5","14.339",94,6058,"0.75","0.0",90,"0.8"
"2013 Audi RS5","14.339",94,5796,"0.43","0.01",87,"0.74"
"2013 Audi RS5","13.908",94,5069,"0.42","-0.02",57,"0.82"
"2013 Audi RS5","13.947","-2",6323,"0.71","0.08",94,"1.02"
"2013 Audi RS5","14.294",96,4352,"0.14","-0.03",64,"1.01"
"2013 Audi RS5","14.294",96,4339,"0.11","-0.05",48,"1.21"
"2011 Ford Mustang GT500","13.699",86,3648,"0.9","-0.05",60,"-2.0"
"2013 Audi RS5","14.294",96,4505,"0.74","-0.74",34,"0.69"
"2013 Audi RS5","14.294",96,4469,"0.71","-0.91",34,"0.75"
"2015 Porsche GT3","14.043",90,4393,"0.61","0.68",76,"-2.0"
"2013 Audi RS5","14.294",96,4678,"0.73","-1.02",36,"0.66"
"2008 BMW M3","13.902",84,4259,"0.26","-1.02",52,"-0.45"
"2015 Porsche GT3","14.223",90,5575,"0.8","0.43",64,"-2.0"
"2015 Porsche GT3","14.095",90,5483,"0.58","0.08",97,"-2.0"
"2008 BMW M3","13.874",83,4222,"0.25","-1.27",53,"-0.04"
"2008 BMW M3","13.847",83,6050,"0.11","-1.08",75,"0.03"
"2014 Chevrolet Corvette","14.553",103,3157,"0.28","-0.04",55,"-0.17"
"2013 Audi RS5","14.366",95,5850,"0.84","0.33",87,"0.61"
"2013 Audi RS5","14.406","-2",5818,"0.59","0.16",86,"0.8"
"2013 Audi RS5","14.406","-2",5651,"0.52","0.07",84,"0.81"
"2013 Audi RS5","14.406","-2",5395,"0.49","0.08",81,"0.85"
"2013 Audi RS5","14.406","-2",5197,"0.54","0.32",78,"0.85"
"2008 BMW M3","13.809",88,4222,"0.25","-1.05",33,"-0.84"
"2011 Ford Mustang GT500","13.731",87,3981,"0.98","-0.42",65,"-2.0"
"2013 Audi RS5","13.798",95,5355,"0.59","0.97",60,"0.7"
"2013 Audi RS5","14.406","-2",5071,"0.82","0.46",75,"0.94"
"2008 BMW M3","13.865",80,4573,"0.19","-1.0",56,"0.88"
"2008 BMW M3","13.809",88,4284,"0.06","-0.97",34,"-0.69"
"2013 Audi RS5","14.321",3,4616,"0.72","0.75",67,"0.92"
"2008 BMW M3","13.896",88,5035,"0.0","-0.96",65,"0.8"
"2015 Porsche GT3","14.228",90,5908,"-0.37","-0.64",68,"-2.0"
"2013 Audi RS5","14.245",103,972,"0.66","0.0",3,"0.75"
"2014 Chevrolet Corvette","14.626",105,3469,"0.46","-0.89",55,"-0.17"
"2013 Audi RS5","14.321",3,4303,"0.66","-0.85",47,"0.71"
"2013 Audi RS5","14.347",5,4096,"0.51","-0.66",45,"0.86"
"2008 BMW M3","13.853",85,3960,"0.13","-1.04",32,"-0.54"
"2008 BMW M3","13.901",84,4366,"-0.21","-1.05",54,"0.07"
"2013 Audi RS5","14.347",5,5215,"0.83","-0.56",59,"0.5"
"2013 Audi RS5","13.864",10,5425,"0.75","-0.81",81,"0.57"
"2013 Audi RS5","14.347",5,5660,"0.57","-0.03",64,"0.73"
"2013 Audi RS5","13.834",96,5484,"0.15","0.03",81,"1.0"
"2014 Chevrolet Corvette","14.699",103,4761,"0.56","0.39",77,"-0.17"
"2013 Audi RS5","14.399",96,4859,"0.35","0.05",54,"0.86"
"2013 Audi RS5","14.399",96,4734,"0.56","0.68",52,"0.89"
"2014 Chevrolet Corvette","14.857",106,3808,"0.49","0.64",87,"-0.17"
"2013 Audi RS5","14.399",96,5037,"0.87","0.72",56,"0.55"
"2013 Audi RS5","14.399",96,4926,"0.66","0.0",55,"0.64"
"2013 Audi RS5","14.399",96,4743,"0.67","-0.31",53,"0.74"
"2008 BMW M3","13.822",85,3386,"0.55","-0.97",16,"0.12"
"2015 Porsche GT3","13.953",91,5586,"-0.17","0.39",64,"-2.0"
"2013 Audi RS5","14.369",13,5239,"0.7","-0.48",59,"0.54"
"2014 Chevrolet Corvette","14.684",97,2739,"0.68","0.34",21,"-0.17"
"2015 Porsche GT3","13.812",91,5482,"-0.36","-0.39",63,"-2.0"
"2013 Audi RS5","14.369",13,5011,"0.35","0.04",56,"1.13"
"2011 Ferrari 458","14.081",84,3440,"1.05","-0.06",78,"-0.05"
"2013 Audi RS5","14.369",13,4772,"0.39","-0.53",39,"0.99"
"2013 Audi RS5","14.369",13,4882,"0.66","-0.88",37,"0.72"
"2013 Audi RS5","14.369",13,5197,"0.54","-0.92",40,"0.61"
"2013 Audi RS5","14.387",96,5843,"0.72","-0.78",45,"0.63"
"2015 Porsche GT3","14.017",90,5628,"-0.9","-0.39",82,"-2.0"
"2013 Audi RS5","14.387",96,5961,"0.64","0.12",55,"0.66"
"2013 Audi RS5","14.387",96,5048,"0.81","-0.02",56,"1.02"
"2013 Audi RS5","14.387",96,4926,"0.59","-0.31",55,"0.86"
"2015 Porsche GT3","14.28",90,5210,"0.27","-0.18",54,"-2.0"
"2013 Audi RS5","14.387",96,5283,"0.74","-0.67",59,"0.75"
"2015 Porsche GT3","14.023",93,4253,"-0.78","-0.57",48,"-2.0"
"2013 Audi RS5","14.16",94,5294,"0.72","-1.01",41,"0.78"
"2011 Ford Mustang GT500","13.71",92,3972,"0.84","0.61",64,"-2.0"
"2013 Audi RS5","14.352",96,5959,"0.79","-0.36",67,"0.76"
"2013 Audi RS5","14.352",96,5921,"0.67","0.07",66,"0.8"
"2008 BMW M3","13.824",85,3665,"-0.07","-1.08",45,"0.63"
"2013 Audi RS5","14.352",96,5343,"0.45","0.0",59,"0.71"
"2013 Audi RS5","14.352",96,4597,"0.25","-0.12",52,"1.02"
"2011 Ferrari 458","13.79",85,1198,"0.98","0.02",3,"0.16"
"2011 Ferrari 458","13.935",86,4993,"0.7","-0.16",93,"0.16"
"2013 Audi RS5","14.23",96,4166,"0.61","0.63",46,"0.82"
"2015 Porsche GT3","13.898",91,5510,"0.88","0.7",63,"-2.0"
"2011 Ferrari 458","13.959",86,4683,"0.98","0.52",57,"-0.04"
"2013 Audi RS5","13.923",96,3964,"0.7","0.08",44,"0.81"
"2013 Audi RS5","14.23",96,4430,"0.59","0.68",49,"0.77"
"2013 Audi RS5","14.018",94,5112,"0.35","0.04",59,"1.11"
"2013 Audi RS5","13.64",95,5045,"0.69","0.78",57,"0.85"
"2013 Audi RS5","14.389",96,5235,"0.8","0.76",59,"0.75"
"2013 Audi RS5","14.389",96,5584,"0.88","0.76",62,"0.54"
"2014 Chevrolet Corvette","14.875",104,5154,"0.7","-0.3",83,"-0.17"
"2008 BMW M3","13.922",86,3189,"0.04","-1.06",39,"-0.5"
"2013 Audi RS5","14.389",96,7002,"0.91","0.21",78,"0.56"
"2013 Audi RS5","14.389",96,7503,"0.91","0.26",83,"0.55"
"2014 Chevrolet Corvette","14.89",95,1100,"0.45","0.03",3,"-0.17"
"2013 Audi RS5","14.366",96,7978,"0.78","0.33",93,"0.59"
"2013 Audi RS5","14.366",96,6152,"0.59","0.13",91,"0.93"
"2014 Chevrolet Corvette","14.427",103,2947,"0.46","0.11",32,"-0.17"
"2015 Porsche GT3","14.067",92,3936,"-0.24","0.45",67,"-2.0"
"2008 BMW M3","13.836",83,4448,"0.09","-0.99",55,"-0.01"
"2013 Audi RS5","14.366",96,4566,"0.47","0.02",51,"0.91"
"2013 Audi RS5","14.366",96,4046,"0.45","0.04",45,"0.87"
"2014 Chevrolet Corvette","14.695",105,3189,"0.16","0.0",72,"-0.17"
"2013 Audi RS5","14.36",97,4601,"0.48","-0.17",36,"0.84"
"2015 Porsche GT3","13.877",93,5486,"0.41","-0.09",80,"-2.0"
"2013 Audi RS5","14.36",97,4053,"0.65","-0.66",31,"0.8"
"2013 Audi RS5","14.36",97,4149,"0.73","-0.64",32,"0.73"
"2013 Audi RS5","14.36",97,4434,"0.75","-0.6",34,"0.66"
"2014 Chevrolet Corvette","14.74",105,3800,"0.55","-0.47",61,"-0.17"
"2013 Audi RS5","14.36",97,5317,"0.72","-0.85",40,"0.69"
"2014 Chevrolet Corvette","14.459",104,5086,"0.73","0.23",83,"-0.17"
"2011 Ford Mustang GT500","13.574",97,5304,"0.94","-0.05",85,"-2.0"
"2015 Porsche GT3","14.024",90,5293,"-0.09","0.49",77,"-2.0"
"2015 Porsche GT3","14.141",84,2914,"-0.05","0.2",23,"-2.0"
"2008 BMW M3","13.851",84,4706,"0.27","-0.95",77,"0.53"
"2014 Chevrolet Corvette","14.829",103,2421,"0.57","-0.91",39,"-0.17"
"2013 Audi RS5","14.379",96,5848,"0.51","0.07",65,"0.82"
"2014 Chevrolet Corvette","14.561",105,3685,"0.48","0.72",84,"-0.17"
"2013 Audi RS5","14.379",96,5624,"0.6","-0.39",63,"0.84"
"2013 Audi RS5","14.405",95,5446,"0.54","0.04",61,"0.83"
"2011 Ford Mustang GT500","13.671",91,765,"0.93","-0.01",2,"-2.0"
"2013 Audi RS5","14.405",95,5466,"0.73","0.81",61,"0.59"
"2014 Chevrolet Corvette","14.541",105,2772,"-0.24","-0.25",44,"-0.17"
"2013 Audi RS5","14.405",95,5622,"0.5","0.13",62,"0.71"
"2013 Audi RS5","14.405",95,5407,"0.57","-0.64",60,"0.89"
"2013 Audi RS5","14.405",95,5361,"0.77","-0.65",60,"0.79"
"2011 Ford Mustang GT500","14.006",82,3922,"1.07","0.03",64,"-2.0"
"2011 Ford Mustang GT500","13.643",83,773,"0.91","0.02",2,"-2.0"
"2013 Audi RS5","14.407",94,6115,"0.73","-0.32",68,"0.58"
"2013 Audi RS5","14.407",94,6239,"0.58","0.02",70,"0.77"
"2013 Audi RS5","14.407",94,6307,"0.64","0.0",70,"0.89"
"2013 Audi RS5","14.011",95,6510,"0.71","0.18",97,"0.48"
"2008 BMW M3","13.791",83,1853,"0.11","-0.99",22,"-0.23"
"2013 Audi RS5","14.407",94,6117,"0.63","0.41",68,"0.73"
"2015 Porsche GT3","14.196",89,5019,"0.41","0.15",73,"-2.0"
"2013 Audi RS5","14.396",6,6415,"0.7","0.36",72,"0.64"
"2013 Audi RS5","14.396",6,6573,"0.65","0.26",73,"0.71"
"2011 Ford Mustang GT500","13.684",90,4751,"1.01","-0.24",72,"-2.0"
"2013 Audi RS5","14.396",6,6177,"0.57","0.18",68,"0.97"
"2015 Porsche GT3","13.917",92,6975,"0.81","0.06",100,"-2.0"
"2013 Audi RS5","14.396",6,5954,"0.59","-0.71",65,"0.79"
"2014 Chevrolet Corvette","14.511",101,1344,"0.57","0.25",10,"-0.17"
"2013 Audi RS5","14.396",6,6145,"0.71","-0.66",68,"0.71"
"2013 Audi RS5","14.367",94,6421,"0.62","-0.45",72,"0.52"
"2014 Chevrolet Corvette","14.64",106,3237,"0.6","-0.69",52,"-0.17"
"2013 Audi RS5","14.367",94,7500,"0.89","-0.2",83,"0.56"
"2015 Porsche GT3","13.872",91,6434,"-0.62","-0.62",94,"-2.0"
"2011 Ford Mustang GT500","13.649",92,1410,"0.9","0.05",16,"-2.0"
"2013 Audi RS5","14.367",94,5343,"0.57","0.07",80,"0.87"
"2015 Porsche GT3","14.197",90,6484,"0.85","0.11",74,"-2.0"
"2015 Porsche GT3","13.846",91,5996,"0.59","0.25",106,"-2.0"
"2014 Chevrolet Corvette","14.819",105,2894,"0.36","-1.05",46,"-0.17"
"2013 Audi RS5","13.939",3,7156,"1.0","0.28",80,"0.74"
"2014 Chevrolet Corvette","15.134",93,961,"0.47","0.01",1,"-0.17"
"2013 Audi RS5","14.327",96,4278,"0.55","-0.89",32,"0.88"
"2011 Ferrari 458","13.935",86,4858,"0.99","-0.3",75,"0.22"
"2011 Ford Mustang GT500","14.028",78,557,"0.95","0.0",3,"-2.0"
"2011 Ford Mustang GT500","14.035",93,3373,"0.9","-0.96",57,"-2.0"
"2011 Ford Mustang GT500","13.762",82,857,"0.86","0.01",6,"-2.0"
"2013 Audi RS5","14.327",96,4459,"0.67","-0.88",34,"0.68"
"2011 Ford Mustang GT500","13.814",98,3622,"1.3","0.03",60,"-2.0"
"2013 Audi RS5","14.327",96,4780,"0.76","-0.87",37,"0.62"
"2011 Ford Mustang GT500","14.028",78,790,"0.92","-0.03",3,"-2.0"
"2011 Ford Mustang GT500","14.028",78,786,"1.0","-0.06",3,"-2.0"
"2013 Audi RS5","14.416",2,5372,"0.85","-0.41",42,"0.56"
"2014 Chevrolet Corvette","14.754",104,4149,"0.35","-0.04",95,"-0.17"
"2013 Audi RS5","14.416",2,6286,"0.91","0.17",49,"0.57"
"2013 Audi RS5","14.416",2,5112,"0.92","0.07",57,"0.55"
"2011 Ford Mustang GT500","14.023",79,633,"0.93","-0.04",3,"-2.0"
"2013 Audi RS5","14.416",2,5206,"0.69","0.02",58,"0.74"
"2011 Ford Mustang GT500","14.023",79,621,"0.94","-0.04",4,"-2.0"
"2015 Porsche GT3","13.861",89,4444,"-0.56","-0.29",65,"-2.0"
"2011 Ford Mustang GT500","14.023",79,671,"0.92","-0.04",4,"-2.0"
"2014 Chevrolet Corvette","14.662",106,3778,"0.61","0.22",60,"-0.17"
"2011 Ford Mustang GT500","14.023",79,725,"0.94","-0.01",4,"-2.0"
"2011 Ford Mustang GT500","13.821",79,1269,"0.91","-0.07",8,"-2.0"
"2015 Porsche GT3","14.003",90,6495,"-0.32","-0.6",74,"-2.0"
"2014 Chevrolet Corvette","14.532",106,3274,"0.43","0.77",74,"-0.17"
"2011 Ford Mustang GT500","14.023",79,856,"0.93","0.08",6,"-2.0"
"2015 Porsche GT3","14.222",90,5652,"0.73","0.51",83,"-2.0"
"2014 Chevrolet Corvette","14.694",102,2899,"0.61","-0.92",46,"-0.17"
"2011 Ford Mustang GT500","14.023",79,785,"0.95","0.05",5,"-2.0"
"2013 Audi RS5","14.37",11,7112,"0.92","0.29",80,"0.54"
"2015 Porsche GT3","13.9",92,4609,"-0.86","-0.67",53,"-2.0"
"2011 Ford Mustang GT500","14.013",80,866,"0.9","0.05",4,"-2.0"
"2008 BMW M3","13.858",85,4634,"0.05","-1.0",57,"0.04"
"2011 Ford Mustang GT500","14.013",80,857,"0.92","0.01",3,"-2.0"
"2013 Audi RS5","14.37",11,4976,"0.57","0.02",73,"0.86"
"2011 Ford Mustang GT500","14.013",80,785,"0.93","0.03",3,"-2.0"
"2013 Audi RS5","14.37",11,4739,"0.59","0.05",70,"0.88"
"2011 Ford Mustang GT500","14.013",80,784,"0.94","0.03",2,"-2.0"
"2013 Audi RS5","14.37",11,4591,"0.57","0.47",68,"0.85"
"2011 Ford Mustang GT500","14.013",80,780,"0.93","0.04",2,"-2.0"
"2013 Audi RS5","14.37",11,4624,"0.7","0.61",68,"0.75"
"2011 Ford Mustang GT500","14.013",80,894,"0.95","0.07",3,"-2.0"
"2014 Chevrolet Corvette","14.89",97,873,"0.46","0.0",1,"-0.17"
"2014 Chevrolet Corvette","14.651",104,2703,"0.5","-0.76",30,"-0.17"
"2011 Ford Mustang GT500","13.841",95,5149,"1.08","-0.39",62,"-2.0"
"2014 Chevrolet Corvette","14.57",105,4905,"0.44","-0.31",79,"-0.17"
"2013 Audi RS5","14.318",54,4873,"0.91","0.5",72,"0.96"
"2015 Porsche GT3","14.042",90,5264,"-0.69","-0.47",77,"-2.0"
"2013 Audi RS5","14.318",54,4854,"0.69","0.56",72,"0.71"
"2015 Porsche GT3","14.22",90,5201,"0.84","0.47",76,"-2.0"
"2011 Ford Mustang GT500","13.874",107,4260,"1.04","-1.09",91,"-2.0"
"2011 Ford Mustang GT500","14.039",80,1471,"0.97","-0.07",10,"-2.0"
"2011 Ferrari 458","13.972",86,4674,"0.93","0.65",72,"-0.09"
"2008 BMW M3","13.836",87,4930,"-0.2","-1.04",61,"-0.17"
"2013 Audi RS5","14.318",54,4481,"0.67","0.76",67,"0.72"
"2011 Ford Mustang GT500","14.039",80,1704,"0.91","-0.04",12,"-2.0"
"2013 Audi RS5","14.318",54,4211,"0.61","0.5",61,"0.79"
"2011 Ford Mustang GT500","14.039",80,1680,"0.98","-0.02",11,"-2.0"
"2011 Ford Mustang GT500","14.039",80,1636,"0.87","-0.06",11,"-2.0"
"2013 Audi RS5","14.3",24,4078,"0.42","-0.72",45,"0.64"
"2011 Ford Mustang GT500","14.039",80,1524,"0.92","-0.02",10,"-2.0"
"2013 Audi RS5","14.3",24,4261,"0.88","-0.81",48,"0.58"
"2013 Audi RS5","14.3",24,4754,"0.83","-0.52",54,"0.48"
"2011 Ford Mustang GT500","13.982",81,1392,"0.99","-0.28",9,"-2.0"
"2013 Audi RS5","14.3",24,5221,"0.8","-0.37",58,"0.56"
"2011 Ferrari 458","13.653",87,2477,"0.99","-0.26",17,"-0.3"
"2014 Chevrolet Corvette","14.791",104,2929,"0.54","-0.74",44,"-0.17"
"2008 BMW M3","13.851",88,4277,"0.23","-0.87",52,"-0.26"
"2011 Ford Mustang GT500","13.982",81,1112,"0.93","-0.19",8,"-2.0"
"2011 Ferrari 458","13.98",83,2819,"1.02","-0.07",64,"-0.08"
"2011 Ford Mustang GT500","13.682",93,4180,"1.18","-0.4",51,"-2.0"
"2013 Audi RS5","14.376",96,5576,"0.63","-0.1",62,"0.92"
"2011 Ford Mustang GT500","13.982",81,1033,"0.9","-0.04",7,"-2.0"
"2013 Audi RS5","14.376",96,5384,"0.53","-0.13",59,"0.96"
"2014 Chevrolet Corvette","14.607",105,4455,"0.68","0.42",72,"-0.17"
"2014 Chevrolet Corvette","14.854",106,3458,"0.43","-0.61",55,"-0.17"
"2013 Audi RS5","14.376",96,4927,"0.75","0.8",55,"0.72"
"2011 Ford Mustang GT500","13.951",82,1226,"0.93","-0.01",8,"-2.0"
"2013 Audi RS5","14.376",96,5001,"0.95","0.75",55,"1.04"
"2011 Ford Mustang GT500","13.951",82,1294,"0.92","-0.02",9,"-2.0"
"2013 Audi RS5","14.376",96,5151,"0.93","0.82",57,"0.58"
"2011 Ford Mustang GT500","13.951",82,1275,"0.93","0.0",8,"-2.0"
"2013 Audi RS5","13.952",97,6651,"0.85","-0.9",52,"0.55"
"2014 Chevrolet Corvette","14.811",103,866,"0.43","-0.01",4,"-0.17"
"2011 Ford Mustang GT500","13.951",82,1010,"0.92","0.01",6,"-2.0"
"2013 Audi RS5","14.332",30,5059,"0.67","-0.42",56,"0.63"
"2011 Ferrari 458","13.999",83,2480,"1.02","0.02",56,"-0.08"
"2015 Porsche GT3","13.872",92,6548,"0.42","-0.13",96,"-2.0"
"2011 Ford Mustang GT500","13.951",82,863,"0.93","-0.02",6,"-2.0"
"2011 Ferrari 458","13.972",83,1425,"0.98","-0.04",26,"-0.14"
"2011 Ford Mustang GT500","13.951",82,840,"0.91","0.0",4,"-2.0"
"2014 Chevrolet Corvette","14.823",101,1183,"0.55","-0.02",9,"-0.17"
"2013 Audi RS5","14.332",30,5462,"0.44","0.05",61,"0.59"
"2011 Ford Mustang GT500","13.953",81,880,"0.93","0.01",4,"-2.0"
"2013 Audi RS5","14.332",30,4973,"0.23","0.04",55,"1.37"
"2011 Ford Mustang GT500","13.953",81,869,"0.89","0.03",3,"-2.0"
"2015 Porsche GT3","14.212",89,5477,"-0.24","0.65",70,"-2.0"
"2013 Audi RS5","14.332",30,4420,"0.2","0.0",34,"1.17"
"2011 Ford Mustang GT500","13.991",81,2729,"1.0","0.38",19,"-2.0"
"2013 Audi RS5","14.299",,3915,"0.71","-0.61",30,"0.8"
"2013 Audi RS5","14.299",,4190,"0.57","-0.64",32,"0.63"
"2013 Audi RS5","14.299",,4751,"0.73","-0.49",36,"0.66"
"2014 Chevrolet Corvette","14.759",102,3862,"0.7","0.26",62,"-0.17"
"2011 Ford Mustang GT500","13.862",91,4268,"1.04","0.58",91,"-2.0"
"2013 Audi RS5","14.299",,5535,"0.86","0.04",64,"0.66"
"2013 Audi RS5","14.411",,5580,"0.51","-0.24",62,"0.77"
"2013 Audi RS5","14.411",,5384,"0.47","-0.68",60,"0.8"
"2011 Ford Mustang GT500","14.087",87,4098,"1.1","0.95",67,"-2.0"
"2014 Chevrolet Corvette","14.679",104,3497,"0.45","0.6",82,"-0.17"
"2013 Audi RS5","14.411",,5444,"0.75","-0.48",60,"0.83"
"2013 Audi RS5","14.411",,5912,"0.98","-0.71",66,"0.7"
"2013 Audi RS5","14.411",,6383,"0.96","-0.33",71,"0.62"
"2013 Audi RS5","14.411",,6399,"0.55","-0.11",72,"0.87"
"2013 Audi RS5","14.225",19,5910,"0.54","0.0",68,"0.85"
"2011 Ford Mustang GT500","13.981",78,671,"0.97","0.06",3,"-2.0"
"2013 Audi RS5","14.225",19,5328,"0.26","0.0",59,"1.03"
"2011 Ford Mustang GT500","13.981",78,981,"0.96","0.11",5,"-2.0"
"2013 Audi RS5","14.225",19,4500,"0.26","-0.02",50,"0.93"
"2013 Audi RS5","14.225",19,4299,"0.62","0.21",48,"0.94"
"2015 Porsche GT3","14.231",89,6624,"-0.23","-0.73",97,"-2.0"
"2011 Ford Mustang GT500","13.687",83,3143,"0.91","0.11",52,"-2.0"
"2015 Porsche GT3","14.026",89,6686,"-0.34","-0.5",98,"-2.0"
"2013 Audi RS5","14.225",19,4370,"0.66","0.63",49,"0.86"
"2011 Ford Mustang GT500","14.055",76,1402,"0.94","-0.02",9,"-2.0"
"2013 Audi RS5","14.225",19,4496,"0.59","0.62",50,"0.74"
"2008 BMW M3","13.894",88,3182,"-0.14","-1.11",39,"-0.91"
"2011 Ford Mustang GT500","13.89",90,3001,"0.83","-0.52",49,"-2.0"
"2008 BMW M3","13.837",87,5797,"0.27","-1.21",72,"0.03"
"2013 Audi RS5","14.34",96,4681,"0.64","0.69",52,"0.86"
"2011 Ford Mustang GT500","14.055",76,1722,"0.96","0.2",12,"-2.0"
"2013 Audi RS5","14.34",96,4870,"0.69","0.94",54,"0.85"
"2011 Ford Mustang GT500","13.811",93,3293,"0.73","0.0",59,"-2.0"
"2013 Audi RS5","14.34",96,5201,"0.73","0.81",57,"0.81"
"2011 Ford Mustang GT500","14.055",76,2654,"0.99","0.18",19,"-2.0"
"2013 Audi RS5","14.34",96,5386,"0.79","0.56",60,"0.87"
"2011 Ferrari 458","13.972",85,4148,"1.02","0.56",64,"-0.22"
"2011 Ford Mustang GT500","14.041",79,2604,"1.07","0.02",31,"-2.0"
"2013 Audi RS5","14.34",96,5341,"0.6","0.87",59,"0.68"
"2011 Ford Mustang GT500","14.041",79,2885,"0.96","-0.01",34,"-2.0"
"2013 Audi RS5","14.34",96,5484,"0.65","0.7",61,"0.62"
"2011 Ford Mustang GT500","14.041",79,3194,"0.96","0.0",38,"-2.0"
"2013 Audi RS5","14.34",96,6053,"0.9","0.45",67,"0.52"
"2011 Ford Mustang GT500","14.041",79,3354,"0.89","0.01",40,"-2.0"
"2013 Audi RS5","13.862",,3430,"0.69","-0.12",53,"0.89"
"2011 Ford Mustang GT500","13.731",92,4633,"0.88","-0.54",76,"-2.0"
"2011 Ford Mustang GT500","14.041",79,3591,"0.88","-0.03",44,"-2.0"
"2011 Ferrari 458","14.018",85,5120,"1.08","-0.61",96,"-0.08"
"2013 Audi RS5","14.397",95,6299,"0.66","0.21",70,"0.74"
"2011 Ferrari 458","13.972",85,4257,"0.96","0.44",66,"0.16"
"2013 Audi RS5","14.397",95,6281,"0.75","0.15",70,"0.76"
"2011 Ford Mustang GT500","14.052",82,2820,"0.99","-0.03",46,"-2.0"
"2011 Ford Mustang GT500","13.84",95,5069,"0.98","0.01",109,"-2.0"
"2011 Ford Mustang GT500","14.052",82,2943,"0.95","0.2",48,"-2.0"
"2008 BMW M3","13.807",79,3856,"0.26","-1.02",64,"0.53"
"2015 Porsche GT3","14.225",90,5130,"-0.42","-0.68",59,"-2.0"
"2011 Ford Mustang GT500","14.075",94,2845,"0.79","-0.77",46,"-2.0"
"2011 Ford Mustang GT500","14.052",82,3271,"0.88","0.47",53,"-2.0"
"2013 Audi RS5","14.397",95,6155,"0.59","-0.01",68,"0.68"
"2011 Ford Mustang GT500","14.052",82,3424,"0.96","0.0",57,"-2.0"
"2011 Ford Mustang GT500","14.052",82,3631,"1.29","0.07",59,"-2.0"
"2013 Audi RS5","14.284",96,6016,"0.65","-0.02",67,"0.81"
"2011 Ford Mustang GT500","14.052",82,3724,"0.95","0.04",61,"-2.0"
"2013 Audi RS5","14.284",96,5782,"0.55","0.01",64,"0.84"
"2013 Audi RS5","14.284",96,5062,"0.34","0.02",57,"1.07"
"2013 Audi RS5","14.284",96,4075,"0.26","0.02",45,"0.96"
"2013 Audi RS5","14.284",96,3299,"0.35","0.0",37,"1.0"
"2011 Ford Mustang GT500","13.994",81,3741,"0.94","0.26",62,"-2.0"
"2011 Ferrari 458","13.856",87,2521,"0.93","-0.07",57,"-0.15"
"2011 Ford Mustang GT500","13.994",81,3611,"0.87","0.5",59,"-2.0"
"2013 Audi RS5","14.284",96,3693,"0.56","-0.58",28,"0.76"
"2011 Ferrari 458","13.951",84,2749,"1.04","-0.02",62,"-0.07"
"2011 Ford Mustang GT500","13.789",96,4919,"1.27","0.22",82,"-2.0"
"2011 Ford Mustang GT500","13.994",81,3403,"1.03","0.64",56,"-2.0"
"2008 BMW M3","13.849",85,5174,"0.03","-0.98",86,"0.1"
"2013 Audi RS5","13.979",,6681,"0.57","0.02",78,"0.83"
"2013 Audi RS5","14.379",8,4072,"0.66","-0.52",31,"0.72"
"2011 Ferrari 458","14.015",84,2941,"0.98","-0.01",67,"-0.02"
"2013 Audi RS5","14.379",8,4355,"0.74","-0.57",33,"0.69"
"2011 Ford Mustang GT500","13.994",81,2570,"0.96","-0.61",42,"-2.0"
"2013 Audi RS5","14.379",8,4662,"0.62","-0.61",36,"0.62"
"2011 Ford Mustang GT500","13.767",95,4863,"0.84","0.12",105,"-2.0"
"2011 Ford Mustang GT500","14.061",81,2513,"0.95","-0.58",41,"-2.0"
"2013 Audi RS5","14.379",8,5319,"0.86","-0.71",42,"0.66"
"2014 Chevrolet Corvette","14.552",100,1151,"0.45","0.05",12,"-0.17"
"2013 Audi RS5","13.862",20,4062,"0.71","0.59",60,"0.99"
"2011 Ford Mustang GT500","13.812",94,4266,"1.07","0.79",70,"-2.0"
"2011 Ferrari 458","13.934",86,2562,"0.96","0.79",39,"-0.12"
"2011 Ford Mustang GT500","14.061",81,3221,"1.07","-0.39",53,"-2.0"
"2013 Audi RS5","14.379",8,5864,"0.77","-0.22",66,"0.57"
"2015 Porsche GT3","14.069",90,1908,"0.01","0.02",15,"-2.0"
"2015 Porsche GT3","13.944",91,5592,"-0.69","-0.63",64,"-2.0"
"2013 Audi RS5","14.337",19,5959,"0.66","0.4",67,"0.82"
"2011 Ford Mustang GT500","14.061",81,4134,"0.89","-0.41",68,"-2.0"
"2013 Audi RS5","14.337",19,6218,"0.66","0.41",70,"0.56"
"2014 Chevrolet Corvette","14.498",103,5033,"0.8","0.14",82,"-0.17"
"2014 Chevrolet Corvette","14.498",105,3715,"0.08","0.03",58,"-0.17"
"2015 Porsche GT3","14.05",92,6296,"0.12","0.19",111,"-2.0"
"2013 Audi RS5","14.337",19,5798,"0.55","-0.54",65,"0.86"
"2011 Ford Mustang GT500","13.657",95,3958,"1.5","1.04",63,"-2.0"
"2013 Audi RS5","14.337",19,5641,"0.59","0.14",62,"0.93"
"2011 Ford Mustang GT500","14.07",81,3375,"1.08","0.44",55,"-2.0"
"2013 Audi RS5","14.337",19,5551,"0.72","0.78",62,"0.73"
