_time,ac_power,total-unhalted_core_cycles,total-instructions_retired,total-last_level_cache_references,total-memory_bus_transactions,total-cpu-utilization,total-disk-accesses,total-disk-blocks,total-disk-utilization
04:39:24 2008-Apr-23,227.0,872699170,1540263282,45888338,221100,53.03,0,0,0
04:39:25 2008-Apr-23,228.0,872432754,1539474888,45407612,215327,53.78,23.53,313.73,12.16
04:39:26 2008-Apr-23,226.0,891098370,1570244228,45254188,284520,52.20,0.99,7.92,1.98
04:39:27 2008-Apr-23,228.0,871912932,1539312255,45787399,213728,52.95,0,0,0
04:39:28 2008-Apr-23,226.0,885997763,1564179639,45275346,264283,51.42,0,0,0
04:39:29 2008-Apr-23,226.0,890992802,1568198765,45404214,302948,60.45,0,0,0
04:39:30 2008-Apr-23,226.0,912323087,1602835487,45965278,358289,62.39,13.86,158.42,10.69
04:39:31 2008-Apr-23,228.0,870934155,1532738701,45124817,252722,61.01,0.99,7.92,1.98
04:39:32 2008-Apr-23,228.0,900983035,1590778912,45130842,282869,59.91,0,0,0
04:39:33 2008-Apr-23,227.0,871683452,1539410325,45906458,197274,59.61,0,0,0
04:39:34 2008-Apr-23,226.0,871838829,1539340254,45524904,191587,60.52,0,0,0
04:39:35 2008-Apr-23,227.0,894084710,1573864423,45329342,300879,64.78,13,144,10.8
04:39:36 2008-Apr-23,227.0,893417752,1578787997,47104999,201942,66.49,1.98,15.84,3.17
04:39:37 2008-Apr-23,228.0,871957586,1539458695,45972989,200798,67.55,0,0,0
04:39:38 2008-Apr-23,227.0,888291892,1570284243,45555985,254663,67.84,0,0,0
04:39:39 2008-Apr-23,228.0,870565569,1539547868,45955594,192792,66.57,0,0,0
04:39:40 2008-Apr-23,228.0,869464466,1539575012,45699427,186981,65.64,14.14,161.62,10.1
04:39:41 2008-Apr-23,227.0,929661815,1610322705,44333780,557738,61.43,2,16,3.2
04:39:42 2008-Apr-23,228.0,901869928,1591048908,45340357,304702,60.91,0,0,0
04:39:43 2008-Apr-23,227.0,871580350,1539519984,45359028,199054,59.12,0,0,0
04:39:44 2008-Apr-23,228.0,870695814,1539785390,45144791,187276,59.75,0,0,0
04:39:45 2008-Apr-23,227.0,871560431,1539511412,45802504,192931,59.47,12.87,142.57,9.11
04:39:46 2008-Apr-23,226.0,873058933,1540033649,45573290,198320,59.37,2,16,2.8
04:39:47 2008-Apr-23,226.0,894458706,1574114485,45521353,303843,61.11,0,0,0
04:39:48 2008-Apr-23,228.0,876147823,1543240630,45601137,258715,59.31,0,0,0
04:39:49 2008-Apr-23,226.0,887600933,1570237061,45640771,241083,59.83,0,0,0
04:39:50 2008-Apr-23,227.0,871706946,1540089377,45645060,212777,60.57,14,160,10
04:39:51 2008-Apr-23,229.0,911501991,1589458313,45330526,394658,58.99,8.91,71.29,6.73
04:39:52 2008-Apr-23,227.0,910198681,1598894920,45549528,316406,60.75,0,0,0
04:39:53 2008-Apr-23,227.0,897957391,1568353528,45528721,315337,60.75,0,0,0
04:39:54 2008-Apr-23,227.0,892939069,1570769879,45621901,284899,60.65,0,0,0
04:39:55 2008-Apr-23,226.0,871736102,1539445504,45570549,202616,60.73,21,272,11.2
04:39:56 2008-Apr-23,226.0,871987542,1539567202,45368122,198147,59.83,24.75,198.02,16.24
04:39:57 2008-Apr-23,226.5,875271546,1539895761,45627244,215415,59.64,0,0,0
04:39:58 2008-Apr-23,227.0,871888978,1539469331,45479036,192092,60.74,0,0,0
04:39:59 2008-Apr-23,227.0,889913484,1566698292,45423814,303516,58.86,0,0,0
04:40:00 2008-Apr-23,227.0,870636899,1539433493,45715580,194946,62.20,17,192,9.6
04:40:01 2008-Apr-23,228.0,929926034,1625407644,45347355,441395,61.95,9,72,5.6
04:40:02 2008-Apr-23,227.0,893315611,1569791011,45600885,263433,61.08,0,0,0
04:40:03 2008-Apr-23,227.0,893314600,1568434908,45464446,289468,58.86,0,0,0
04:40:04 2008-Apr-23,227.0,876039778,1539250738,45424616,209377,58.30,0,0,0
04:40:05 2008-Apr-23,228.0,894827476,1568210002,45597493,295600,59.61,13,144,11.2
04:40:06 2008-Apr-23,226.0,873776208,1539501955,45546306,222320,58.48,1,8,2
04:40:07 2008-Apr-23,226.0,890905298,1570804338,45507516,259831,58.77,0,0,0
04:40:08 2008-Apr-23,226.0,870023651,1539280035,45480268,186667,58.10,0,0,0
04:40:09 2008-Apr-23,228.0,870443559,1539329176,45533739,191993,57.39,0,0,0
04:40:10 2008-Apr-23,227.0,870301880,1539347777,45541127,186250,58.42,13.86,158.42,10.69
04:40:11 2008-Apr-23,227.0,922420246,1608908868,45952001,438893,60.84,1.02,8.16,2.04
04:40:12 2008-Apr-23,228.0,910939756,1598076711,45716461,297956,60.53,0,0,0
04:40:13 2008-Apr-23,227.0,907363537,1591822243,45173444,363217,60.53,0,0,0
04:40:14 2008-Apr-23,227.0,876299479,1539365187,45430896,211541,59.91,0,0,0
04:40:15 2008-Apr-23,226.0,875958066,1539309099,45630690,207398,59.76,12.75,141.18,9.8
04:40:16 2008-Apr-23,227.0,879146235,1539370189,45636970,218595,60.61,0.99,7.92,2.38
04:40:17 2008-Apr-23,227.0,896621576,1568290669,45418618,299332,60.65,0,0,0
04:40:18 2008-Apr-23,227.0,873585290,1539480359,45479176,216866,60.61,0,0,0
04:40:19 2008-Apr-23,226.0,870519542,1539280266,45559842,187384,58.78,0,0,0
04:40:20 2008-Apr-23,228.0,890756023,1570757614,45679429,254871,64.27,13.86,158.42,9.5
04:40:21 2008-Apr-23,226.0,898486071,1574190179,45765459,325863,60.25,2.06,16.49,3.3
04:40:22 2008-Apr-23,226.0,910140981,1598204663,45591668,300591,61.30,0,0,0
04:40:23 2008-Apr-23,226.0,898227400,1573741979,45506511,332913,59.69,0,0,0
04:40:24 2008-Apr-23,227.0,908913088,1599099722,45749526,342580,60.75,0,0,0
04:40:25 2008-Apr-23,228.0,874172873,1539547796,45837987,222169,59.56,17.17,274.75,10.51
04:40:26 2008-Apr-23,225.0,876248796,1539675655,45494642,227655,60.70,1.98,15.84,2.77
04:40:27 2008-Apr-23,226.0,874200977,1539503460,45417740,215714,60.53,0,0,0
04:40:28 2008-Apr-23,227.0,871878154,1539310211,45556078,201878,59.78,0,0,0
04:40:29 2008-Apr-23,226.0,892534961,1568254350,45566445,294700,60.68,0,0,0
04:40:30 2008-Apr-23,225.0,870152771,1539237165,45407428,210287,60.47,12.87,158.42,9.5
04:40:31 2008-Apr-23,226.0,896333368,1574383811,45731909,325160,59.07,18,144,10.8
04:40:32 2008-Apr-23,227.0,905424170,1590050364,45501502,277564,61.69,0,0,0
04:40:33 2008-Apr-23,226.0,892813700,1564816382,45455932,316548,58.42,0,0,0
04:40:34 2008-Apr-23,226.0,875982071,1538749230,44417692,278389,52.48,0,0,0
04:40:35 2008-Apr-23,226.0,909133585,1595599741,46547674,325131,59.62,16,176,10
04:40:36 2008-Apr-23,227.0,893758090,1568990742,45382305,303282,59.21,8.91,71.29,5.54
04:40:37 2008-Apr-23,225.0,878034910,1541609332,45628705,235313,58.25,0,0,0
04:40:38 2008-Apr-23,225.0,874437309,1539872877,45615723,212252,60.61,0,0,0
04:40:39 2008-Apr-23,226.0,878776525,1540241703,45648115,229689,58.38,0,0,0
04:40:40 2008-Apr-23,225.0,875645758,1540009144,45397867,215661,59.46,0,0,0
04:40:41 2008-Apr-23,226.0,909990567,1588478134,45412289,419797,58.51,22,232,15.2
04:40:42 2008-Apr-23,225.0,900754270,1571283795,45940706,291515,61.64,0,0,0
04:40:43 2008-Apr-23,227.0,895630452,1568132801,45192444,282885,59.77,0,0,0
04:40:44 2008-Apr-23,227.0,896074028,1569561493,45508470,296015,58.50,0,0,0
04:40:45 2008-Apr-23,226.0,894719706,1575168564,46886817,226179,66.51,0,0,0
04:40:46 2008-Apr-23,228.0,889638013,1556232389,44424874,383370,67.33,12.87,158.42,9.9
04:40:47 2008-Apr-23,227.0,877094513,1539443052,45595334,240660,67.16,0,0,0
04:40:48 2008-Apr-23,226.0,897865619,1573628564,45827398,353545,67.18,0,0,0
04:40:49 2008-Apr-23,227.0,873075241,1539441960,45238334,213543,65.30,0,0,0
04:40:50 2008-Apr-23,227.0,874327728,1539426709,45413992,213446,67.25,0,0,0
04:40:51 2008-Apr-23,226.0,895769453,1574378224,45875583,285537,66.67,18,240,10.4
04:40:52 2008-Apr-23,227.0,889576045,1569826496,45479206,261480,66.99,0,0,0
04:40:53 2008-Apr-23,227.0,909339619,1596879863,45610339,349649,67.95,0,0,0
04:40:54 2008-Apr-23,227.0,875859348,1539284491,45715471,247560,66.96,0,0,0
04:40:55 2008-Apr-23,226.0,890282660,1568455828,45313769,283676,65.21,0,0,0
04:40:56 2008-Apr-23,226.0,874704885,1539370319,45419665,218751,66.77,13,192,10
04:40:57 2008-Apr-23,226.0,876928677,1539810461,45895111,231222,66.35,0,0,0
04:40:58 2008-Apr-23,226.0,898762328,1574042208,45875570,329679,67.10,0,0,0
04:40:59 2008-Apr-23,227.0,907303783,1594887345,45223484,352235,66.08,0,0,0
04:41:00 2008-Apr-23,226.0,873961485,1539417947,45639307,218970,67.25,0,0,0
04:41:01 2008-Apr-23,227.0,874473637,1539604736,45557933,219282,66.90,13,144,10.4
04:41:02 2008-Apr-23,226.0,896517791,1574571098,45521013,327426,68.56,0,0,0
04:41:03 2008-Apr-23,227.0,885941610,1569659861,45956823,209713,66.07,0,0,0
04:41:04 2008-Apr-23,226.0,891460831,1568104820,45515920,261968,67.74,0,0,0
04:41:05 2008-Apr-23,227.0,904741454,1597401644,45300230,342575,66.04,0,0,0
04:41:06 2008-Apr-23,227.0,897931523,1580560557,46928111,245283,68.40,30.61,293.88,22.04
04:41:07 2008-Apr-23,227.0,878058492,1539733854,45800730,237891,67.35,0,0,0
04:41:08 2008-Apr-23,226.0,874617072,1539836846,45867789,210820,68.11,0,0,0
04:41:09 2008-Apr-23,227.0,873333583,1539482820,46087921,208066,68.80,0,0,0
04:41:10 2008-Apr-23,226.0,896579336,1571532026,45787224,320530,68.39,0,0,0
04:41:11 2008-Apr-23,226.0,891422159,1562938109,45429836,297048,68.18,15.84,174.26,10.69
04:41:12 2008-Apr-23,226.0,890865622,1558283930,44541989,395287,67.94,0,0,0
04:41:13 2008-Apr-23,228.0,888629139,1569848445,45782087,225775,69.48,0,0,0
04:41:14 2008-Apr-23,227.0,893584828,1568033963,45394941,276400,60.17,0,0,0
04:41:15 2008-Apr-23,226.0,862130551,1524435880,44807180,194215,60.23,0,0,0
04:41:16 2008-Apr-23,228.0,885336168,1561320106,45292504,266906,57.52,18.81,198.02,13.86
04:41:17 2008-Apr-23,228.0,890976837,1568519299,45631599,285861,58.56,0,0,0
04:41:18 2008-Apr-23,227.0,877905206,1539285202,45540593,262029,60.16,0,0,0
04:41:19 2008-Apr-23,226.0,873520907,1539273629,45355400,214535,59.25,0,0,0
04:41:20 2008-Apr-23,227.0,872648448,1539367256,45350565,208723,60.10,0,0,0
04:41:21 2008-Apr-23,226.0,873843691,1539504552,45616897,217620,60.51,26,312,14.8
04:41:22 2008-Apr-23,226.0,918523509,1608163322,45486714,431619,61.12,0,0,0
04:41:23 2008-Apr-23,227.0,902051976,1595104607,45349286,281595,59.53,0,0,0
04:41:24 2008-Apr-23,228.0,871354331,1539354108,45282650,204738,59.37,0,0,0
04:41:25 2008-Apr-23,227.0,908035489,1599230269,45518842,310123,59.85,0,0,0
04:41:26 2008-Apr-23,227.0,885704036,1563629476,45086757,269084,55.83,17.82,198.02,11.09
04:41:27 2008-Apr-23,227.0,871834738,1539370119,45358215,214097,59.66,0,0,0
04:41:28 2008-Apr-23,227.0,868693177,1539646953,45299361,187322,58.45,0,0,0
04:41:29 2008-Apr-23,227.0,885349586,1568397377,45542641,253254,60.17,0,0,0
04:41:30 2008-Apr-23,228.0,876086595,1540199912,45671338,252876,57.53,0,0,0
04:41:31 2008-Apr-23,227.0,872608649,1539288030,45356189,214266,58.51,13,144,10.8
04:41:32 2008-Apr-23,228.0,891813055,1565934129,45272840,326906,61.70,0,0,0
04:41:33 2008-Apr-23,228.0,884215751,1565801530,45559487,216154,60.99,0,0,0
04:41:34 2008-Apr-23,227.0,912288863,1605538879,45527060,370606,60.03,0,0,0
04:41:35 2008-Apr-23,228.0,890030574,1559945859,45004930,270707,58.56,0,0,0
04:41:36 2008-Apr-23,227.0,887494857,1563475710,45412303,260073,59.63,13,160,11.2
04:41:37 2008-Apr-23,227.0,876090569,1539885666,45307321,233659,58.63,0,0,0
04:41:38 2008-Apr-23,226.0,889740977,1569928706,45372980,260717,59.24,0,0,0
04:41:39 2008-Apr-23,228.0,866103986,1532997305,45164152,199035,57.64,0,0,0
04:41:40 2008-Apr-23,227.0,869265107,1539273065,45399381,187674,55.20,0,0,0
04:41:41 2008-Apr-23,228.0,876387382,1552466941,45252241,222235,58.66,28.85,276.92,19.23
04:41:42 2008-Apr-23,228.0,906565886,1582798517,45531443,413872,57.84,0,0,0
04:41:43 2008-Apr-23,227.0,885285552,1569534897,45452149,209979,56.90,0,0,0
04:41:44 2008-Apr-23,226.0,868981625,1539360344,45262252,190471,59.41,0,0,0
04:41:45 2008-Apr-23,226.0,889149225,1567818312,45553373,256593,60.68,0,0,0
04:41:46 2008-Apr-23,228.0,912556545,1604903109,45842851,375926,60.21,16,176,8.4
04:41:47 2008-Apr-23,226.0,892123579,1569105421,45028973,291587,60.24,0,0,0
04:41:48 2008-Apr-23,227.0,875741676,1543087487,45387822,267055,61.06,0,0,0
04:41:49 2008-Apr-23,228.0,874291590,1540021065,45661745,211715,59.33,0,0,0
04:41:50 2008-Apr-23,227.0,873611887,1539999111,45362452,198066,61.29,0,0,0
04:41:51 2008-Apr-23,227.0,892499921,1571553456,45519167,269851,60.94,20.79,285.15,10.69
04:41:52 2008-Apr-23,227.0,923574843,1623816923,47168887,323543,59.95,0,0,0
04:41:53 2008-Apr-23,227.0,883775755,1562594386,45427614,220275,61.43,0,0,0
04:41:54 2008-Apr-23,228.0,891035268,1568562774,45491869,313500,59.91,0,0,0
04:41:55 2008-Apr-23,226.0,885976200,1559992812,45438746,264447,60.47,0,0,0
04:41:56 2008-Apr-23,229.0,872015143,1539633409,45963588,201799,59.94,12.87,142.57,9.9
04:41:57 2008-Apr-23,227.0,907430997,1596273462,45212654,357879,57.94,0,0,0
04:41:58 2008-Apr-23,228.0,891905598,1570268114,45964251,313044,59.21,0,0,0
04:41:59 2008-Apr-23,226.0,871317337,1539512330,45548435,203289,57.30,0,0,0
04:42:00 2008-Apr-23,227.0,869092445,1536734575,45356754,196577,59.09,0,0,0
04:42:01 2008-Apr-23,227.0,859328900,1517610415,45570027,201119,51.44,18.81,198.02,13.86
04:42:02 2008-Apr-23,227.0,892239866,1574301777,45947066,291630,50.82,0,0,0
04:42:03 2008-Apr-23,227.0,898634847,1594278853,46301916,223957,59.91,0,0,0
04:42:04 2008-Apr-23,228.0,888750580,1570685429,45960855,254679,57.68,0,0,0
04:42:05 2008-Apr-23,226.0,869869724,1539092111,45495200,198109,60.22,0,0,0
04:42:06 2008-Apr-23,227.0,911127077,1596736713,45727111,388310,59.78,18,184,14.8
04:42:07 2008-Apr-23,227.0,873123967,1539764400,45599555,216065,58.25,0,0,0
04:42:08 2008-Apr-23,228.0,888984120,1568677178,45687376,255443,59.45,0,0,0
04:42:09 2008-Apr-23,227.0,913771057,1604738088,45930262,380456,59.93,0,0,0
04:42:10 2008-Apr-23,228.0,871857490,1539756053,45211968,202374,58.92,0,0,0
04:42:11 2008-Apr-23,227.0,873616924,1539960495,45687817,209023,59.50,12.87,158.42,9.11
04:42:12 2008-Apr-23,227.0,886950574,1567454354,45573962,253646,60.01,0,0,0
04:42:13 2008-Apr-23,228.0,891206937,1570420771,45897387,276157,58.87,0,0,0
04:42:14 2008-Apr-23,228.0,870822525,1539738597,45738066,195969,57.14,0,0,0
04:42:15 2008-Apr-23,227.0,871086328,1539946347,45483079,196276,58.39,0,0,0
04:42:16 2008-Apr-23,228.0,890901794,1568460639,46009968,251503,60.94,24.75,253.47,16.63
04:42:17 2008-Apr-23,227.0,891440411,1565444600,45438588,298748,60.73,0,0,0
04:42:18 2008-Apr-23,228.0,902913981,1587980640,45096242,378226,60.39,0,0,0
04:42:19 2008-Apr-23,227.0,870471979,1539221663,46135986,203188,58.30,0,0,0
04:42:20 2008-Apr-23,228.0,870510139,1539271405,45218340,190908,61.36,0,0,0
04:42:21 2008-Apr-23,227.0,913182966,1604703135,45810335,387829,58.95,20,288,10.4
04:42:22 2008-Apr-23,227.0,871589645,1539712561,45817200,207666,59.71,0,0,0
04:42:23 2008-Apr-23,226.0,898580483,1587312956,44885142,314284,58.64,0,0,0
04:42:24 2008-Apr-23,227.0,869240789,1538954088,45853528,190885,59.62,0,0,0
04:42:25 2008-Apr-23,227.0,869427721,1539060641,45679475,191843,57.41,0,0,0
04:42:26 2008-Apr-23,227.0,868732195,1533513875,45284591,194147,59.00,12.87,142.57,8.32
04:42:27 2008-Apr-23,226.0,890500102,1563865232,45747622,270425,59.91,0,0,0
04:42:28 2008-Apr-23,228.0,868478691,1539035685,45788990,187556,59.13,0,0,0
04:42:29 2008-Apr-23,227.0,889611055,1569079328,45741280,259024,61.68,0,0,0
04:42:30 2008-Apr-23,227.0,899731681,1582566023,45042017,366098,58.40,0,0,0
04:42:31 2008-Apr-23,227.0,872189927,1539798247,45724706,204486,58.84,14,160,10
04:42:32 2008-Apr-23,226.0,873507769,1539763262,45639857,209330,60.44,0,0,0
04:42:33 2008-Apr-23,227.0,953972010,1668439630,45849842,514893,58.72,0,0,0
04:42:34 2008-Apr-23,227.0,870391587,1539116724,45779618,196641,57.22,0,0,0
04:42:35 2008-Apr-23,227.0,870524520,1539078400,45196776,193023,58.78,0,0,0
04:42:36 2008-Apr-23,226.0,869672769,1539047230,45729279,185487,60.17,13.13,145.45,10.51
04:42:37 2008-Apr-23,227.0,893279843,1567930653,45821853,277003,58.16,0,0,0
04:42:38 2008-Apr-23,227.0,869628156,1539317763,45429339,191064,53.95,0,0,0
04:42:39 2008-Apr-23,228.0,888496034,1568605585,45834994,263730,51.12,0,0,0
04:42:40 2008-Apr-23,227.0,870239259,1539425110,45790411,189578,52.27,0,0,0
04:42:41 2008-Apr-23,228.0,871327550,1539461473,45322983,213488,45.64,17.82,198.02,12.67
04:42:42 2008-Apr-23,227.0,889808810,1567963266,45902879,298509,56.06,0,0,0
04:42:43 2008-Apr-23,228.0,907968595,1597208841,45525094,373145,52.79,0,0,0
04:42:44 2008-Apr-23,227.0,904055676,1591748229,45326291,292344,54.63,0,0,0
04:42:45 2008-Apr-23,228.0,901251881,1581285800,46126945,339127,57.88,0,0,0
04:42:46 2008-Apr-23,227.0,871093080,1539550211,45649241,204653,59.06,24.75,285.15,13.86
04:42:47 2008-Apr-23,226.0,891425431,1563072856,45170488,288430,59.00,0,0,0
04:42:48 2008-Apr-23,227.0,876419178,1543599358,45984846,264089,58.93,0,0,0
04:42:49 2008-Apr-23,227.5,889156013,1569056222,45719554,273272,58.37,0,0,0
04:42:50 2008-Apr-23,228.0,870066885,1539818080,45560523,196616,59.69,0,0,0
04:42:51 2008-Apr-23,227.0,871536699,1539741202,45926130,203458,57.46,34,352,20.4
04:42:52 2008-Apr-23,226.0,875270140,1540755380,45823861,218348,58.68,0,0,0
04:42:53 2008-Apr-23,227.0,888062194,1559159528,44958042,318854,58.50,0,0,0
04:42:54 2008-Apr-23,227.0,904661483,1591298209,45948895,320094,59.00,0,0,0
04:42:55 2008-Apr-23,227.0,869915869,1539385441,45622438,198287,58.59,0,0,0
04:42:56 2008-Apr-23,226.0,906771272,1601502256,45542843,329439,54.51,16,192,10.4
04:42:57 2008-Apr-23,227.0,898219426,1570711848,45812744,359157,52.06,0,0,0
04:42:58 2008-Apr-23,227.0,891485889,1563662053,45549760,294610,50.50,0,0,0
04:42:59 2008-Apr-23,226.0,872278208,1539476932,45491439,215075,53.85,0,0,0
04:43:00 2008-Apr-23,225.0,889460271,1569121649,45824641,279521,50.46,0,0,0
04:43:01 2008-Apr-23,227.0,872329611,1539075621,45704578,216893,50.29,13,144,10.4
04:43:02 2008-Apr-23,227.0,874351766,1540837232,45363763,221683,51.36,0,0,0
04:43:03 2008-Apr-23,227.0,895759944,1574039750,46088408,312625,51.29,0,0,0
04:43:04 2008-Apr-23,226.0,884358296,1570232481,45909205,205618,50.48,0,0,0
04:43:05 2008-Apr-23,228.0,869274019,1539551069,45250209,198441,59.54,0,0,0
04:43:06 2008-Apr-23,228.0,891500019,1568634830,45987956,308948,58.95,13.73,156.86,9.8
04:43:07 2008-Apr-23,226.0,871832190,1539580966,45801591,207272,57.50,0,0,0
04:43:08 2008-Apr-23,227.0,890727683,1566071602,44051832,325037,46.92,0,0,0
04:43:09 2008-Apr-23,228.0,908768621,1597937449,45853940,382988,50.54,0,0,0
04:43:10 2008-Apr-23,228.0,885804503,1559996007,44991988,287812,52.33,0,0,0
04:43:11 2008-Apr-23,226.0,873875550,1539317466,45342610,224874,49.46,13.13,145.45,8.08
04:43:12 2008-Apr-23,226.0,874749150,1539300647,45682145,222157,52.12,0,0,0
04:43:13 2008-Apr-23,226.0,897011658,1574040160,45315645,323415,51.13,0,0,0
04:43:14 2008-Apr-23,227.0,889399664,1569563529,45514396,231986,52.06,0,0,0
04:43:15 2008-Apr-23,226.0,872299598,1539396011,45387613,213779,48.36,0,0,0
04:43:16 2008-Apr-23,226.5,873159667,1539482736,45496238,215990,49.35,20,288,9.6
04:43:17 2008-Apr-23,227.0,874707563,1539528033,45611530,223876,49.83,0,0,0
04:43:18 2008-Apr-23,227.0,909782575,1596627330,45275513,347938,53.96,0,0,0
04:43:19 2008-Apr-23,227.0,902902937,1594028731,46130208,282461,63.65,0,0,0
04:43:20 2008-Apr-23,228.0,979033153,1622777624,45608191,517742,58.29,0,0,0
04:43:21 2008-Apr-23,228.0,893504088,1569094922,45821172,309126,59.77,13,144,8.8
04:43:22 2008-Apr-23,228.0,884236445,1554364218,45655253,260967,59.85,0,0,0
04:43:23 2008-Apr-23,226.0,901619266,1584540367,45497491,331315,60.66,0,0,0
04:43:24 2008-Apr-23,227.0,884106871,1561195008,45550591,239043,59.17,0,0,0
04:43:25 2008-Apr-23,227.0,872119494,1539423131,45378153,213357,59.91,0,0,0
04:43:26 2008-Apr-23,227.0,871931136,1539474917,45436538,212826,58.42,33.98,318.45,20.58
04:43:27 2008-Apr-23,227.0,876861374,1539843830,46176483,236182,59.83,0,0,0
04:43:28 2008-Apr-23,227.0,871229531,1539360076,45210588,204010,58.90,0,0,0
04:43:29 2008-Apr-23,225.0,892392725,1568091877,45558291,278023,59.00,0,0,0
04:43:30 2008-Apr-23,227.0,889774142,1568303206,45908486,301255,61.44,0,0,0
04:43:31 2008-Apr-23,226.0,903055359,1592555322,44968201,353600,57.33,21,216,15.2
04:43:32 2008-Apr-23,227.0,897509619,1574793712,45702490,327489,53.54,0,0,0
04:43:33 2008-Apr-23,227.0,892869993,1574587108,45640909,274429,59.69,0,0,0
04:43:34 2008-Apr-23,227.0,893277428,1569913585,45710334,283474,59.77,0,0,0
04:43:35 2008-Apr-23,226.0,873700881,1539427060,45380658,226829,60.54,0,0,0
04:43:36 2008-Apr-23,226.0,890169215,1570821319,45490367,264906,57.42,12.87,158.42,7.13
04:43:37 2008-Apr-23,226.0,874750153,1539578292,46030223,226798,58.99,0,0,0
04:43:38 2008-Apr-23,227.0,872113039,1539506277,45140837,208433,60.59,0,0,0
04:43:39 2008-Apr-23,226.0,892587428,1567994130,45554993,277704,58.99,0,0,0
04:43:40 2008-Apr-23,227.0,872005711,1539390872,45968685,206785,59.63,0,0,0
04:43:41 2008-Apr-23,226.0,890860888,1568828000,45101090,275993,60.03,13,144,8.4
04:43:42 2008-Apr-23,227.0,892987656,1568734365,45964108,313764,61.30,0,0,0
04:43:43 2008-Apr-23,227.0,889818046,1570594952,45713006,273959,61.03,0,0,0
04:43:44 2008-Apr-23,228.0,936545654,1639226283,45636136,446527,60.47,0,0,0
04:43:45 2008-Apr-23,227.0,873209549,1539367180,45595316,220335,58.79,0,0,0
04:43:46 2008-Apr-23,227.0,872404220,1539399280,45426293,209060,59.49,19.8,285.15,10.69
04:43:47 2008-Apr-23,226.0,875987446,1539666031,45739465,231070,59.48,0,0,0
04:43:48 2008-Apr-23,226.0,879085564,1542617742,45529253,283631,61.46,0,0,0
04:43:49 2008-Apr-23,226.0,904014583,1591089012,45452950,316044,58.94,0,0,0
04:43:50 2008-Apr-23,228.0,874136379,1539410470,45751651,231073,59.62,0,0,0
04:43:51 2008-Apr-23,227.0,873246056,1539478557,45145237,217835,58.87,13,144,8.4
04:43:52 2008-Apr-23,227.0,892268114,1568930507,45798248,295529,59.00,0,0,0
04:43:53 2008-Apr-23,226.0,873686067,1539780176,45660871,220286,62.47,0,0,0
04:43:54 2008-Apr-23,226.0,946410114,1656161236,45421260,504369,58.30,0,0,0
04:43:55 2008-Apr-23,228.0,869422197,1539740257,45825929,199990,57.54,0,0,0
04:43:56 2008-Apr-23,227.0,891713577,1574300145,45383338,305278,52.06,14,160,8.4
04:43:57 2008-Apr-23,227.0,869299295,1532932372,45587086,223569,58.84,0,0,0
04:43:58 2008-Apr-23,226.0,873334092,1539631637,45391693,213221,59.83,0,0,0
04:43:59 2008-Apr-23,227.0,871913251,1539575154,45316238,208559,61.89,0,0,0
04:44:00 2008-Apr-23,226.0,893047405,1568049259,45869470,265941,59.61,0,0,0
04:44:01 2008-Apr-23,226.0,873169672,1539546556,45352626,228037,59.97,28.71,269.31,18.22
04:44:02 2008-Apr-23,227.0,907755751,1592462616,45381173,367956,59.06,0,0,0
04:44:03 2008-Apr-23,227.0,872898975,1539650033,45874449,216410,61.52,0,0,0
04:44:04 2008-Apr-23,225.0,909416549,1604713349,45380494,319078,59.29,0,0,0
04:44:05 2008-Apr-23,227.0,875141878,1546904832,45878408,202265,60.43,0,0,0
04:44:06 2008-Apr-23,227.0,907656648,1592180535,45492390,391132,60.47,19,208,11.2
04:44:07 2008-Apr-23,227.0,875291058,1539872083,45637950,234346,59.75,0,0,0
04:44:08 2008-Apr-23,225.0,895030984,1574117357,45638652,323213,60.81,0,0,0
04:44:09 2008-Apr-23,226.0,871619199,1539648523,45782753,206086,60.61,0,0,0
04:44:10 2008-Apr-23,227.0,890778386,1567966756,45449587,251604,59.77,0,0,0
04:44:11 2008-Apr-23,226.0,871747218,1539552135,45172248,208321,59.08,20.79,253.47,10.69
04:44:12 2008-Apr-23,226.0,872960547,1539855476,45719059,213758,60.53,0,0,0
04:44:13 2008-Apr-23,226.0,891531425,1569115852,45932931,278047,62.34,0,0,0
04:44:14 2008-Apr-23,227.0,907493744,1597290819,45182886,344659,61.47,0,0,0
04:44:15 2008-Apr-23,227.0,887589219,1570352316,45923103,243144,59.78,0,0,0
04:44:16 2008-Apr-23,226.0,868951048,1540421606,45412357,178264,61.35,16,192,10.4
04:44:17 2008-Apr-23,226.0,889695669,1570517662,45459183,255944,61.66,0,0,0
04:44:18 2008-Apr-23,227.0,895123946,1569695048,45884038,331297,60.45,0,0,0
04:44:19 2008-Apr-23,226.0,871990151,1538722917,45525162,206137,59.78,0,0,0
04:44:20 2008-Apr-23,226.0,889599309,1567985160,45327212,303719,61.43,0,0,0
04:44:21 2008-Apr-23,226.0,891617456,1567248054,45867950,270990,60.69,14,160,7.6
04:44:22 2008-Apr-23,227.0,872343563,1540957915,45593006,208182,60.61,0,0,0
04:44:23 2008-Apr-23,227.0,887493422,1567926185,45364065,265797,59.08,0,0,0
04:44:24 2008-Apr-23,227.0,906578516,1603132491,45735085,311466,60.61,0,0,0
04:44:25 2008-Apr-23,227.0,868756787,1539654865,45542368,193585,60.53,0,0,0
